"Age","Gender","Dependents","Education","Marital Status","Annual Salary","Card Type","Months of Relationship","Products","Iterations 12m","Number of Months Inactive 12m","Transactions Amount 12m","Transactions 12m","Credit Limit"
43,"M",2,"ensino medio","solteiro","$80K - $120K","blue",36,6,0,2,3880.89,68,14418.86
44,"M",4,"nao informado","solteiro","$80K - $120K","blue",38,5,4,3,5001.27,66,3936.01
43,"F",3,"doutorado","divorciado","nao informado","blue",33,6,2,3,4375.83,73,5738.81
54,"M",1,"sem educacao formal","solteiro","$120K +","blue",36,5,2,1,3918.91,67,34516.64
55,"F",0,"mestrado","casado","menos que $40K","blue",40,4,4,3,4042.62,72,1513.72
49,"M",3,"sem educacao formal","nao informado","$60K - $80K","blue",41,3,4,4,1477.7,30,18075.62
45,"F",4,"mestrado","casado","nao informado","blue",36,6,2,1,4246.01,78,5989.95
56,"F",3,"doutorado","solteiro","menos que $40K","blue",42,3,2,2,2998.37,60,2490.08
49,"F",4,"sem educacao formal","solteiro","menos que $40K","blue",44,4,2,2,4546.98,81,2659.3
53,"M",0,"ensino medio","solteiro","$120K +","silver",44,2,4,4,1461.57,43,34516.05
49,"M",2,"ensino medio","casado","$80K - $120K","blue",40,4,0,2,4205.25,75,13490.26
46,"M",1,"ensino medio","solteiro","$40K - $60K","blue",33,6,3,4,4804.45,66,1664.24
49,"M",3,"sem educacao formal","casado","$120K +","blue",37,6,3,3,3367.53,65,7753.89
36,"F",3,"ensino medio","solteiro","menos que $40K","blue",31,4,3,2,5154.13,80,2909.55
57,"M",3,"mestrado","divorciado","$80K - $120K","silver",36,6,4,3,4745.53,69,34516.2
52,"F",2,"nao informado","solteiro","$40K - $60K","blue",45,3,3,1,3496.12,58,3476.15
52,"M",2,"mestrado","solteiro","$80K - $120K","blue",36,6,2,2,4418.1,59,16026.51
45,"M",1,"sem educacao formal","divorciado","menos que $40K","blue",40,4,2,3,4501.39,67,2705.74
54,"M",3,"ensino medio","casado","$120K +","blue",43,5,2,3,4887.26,90,2884.88
49,"M",2,"ensino medio","solteiro","$80K - $120K","blue",37,6,4,1,5320.92,62,24299.3
43,"M",3,"mestrado","solteiro","$60K - $80K","blue",34,6,2,1,4615.83,79,20755.3
50,"M",3,"sem educacao formal","casado","$60K - $80K","blue",45,2,5,2,1882.41,39,21096.23
46,"M",3,"ensino medio","divorciado","$120K +","blue",37,5,4,3,4487.73,73,6457.34
45,"F",3,"ensino medio","casado","menos que $40K","blue",40,5,3,2,4041.43,66,1603.59
43,"F",3,"nao informado","divorciado","nao informado","blue",37,3,3,6,4169.9,72,9051.69
50,"F",1,"ensino medio","solteiro","nao informado","blue",42,5,4,0,2383.99,42,10057.66
33,"M",3,"mestrado","solteiro","$60K - $80K","blue",27,6,3,2,5212.39,79,2043.73
65,"F",0,"nao informado","solteiro","menos que $40K","blue",56,6,3,3,3887.74,61,2802.22
56,"F",2,"mestrado","divorciado","menos que $40K","blue",45,4,4,2,3870.08,67,1960.68
40,"F",3,"nao informado","divorciado","menos que $40K","blue",36,6,0,1,1901.63,27,2348.27
40,"M",2,"ensino medio","divorciado","$60K - $80K","blue",25,6,2,4,3879.75,95,2978.19
49,"F",3,"graduacao","casado","menos que $40K","blue",29,3,3,3,3875.89,75,2017.44
29,"F",1,"mestrado","solteiro","nao informado","blue",36,5,3,2,4253.92,84,13613.87
45,"F",2,"doutorado","solteiro","menos que $40K","blue",33,6,3,2,3744.84,52,5553.6
51,"M",1,"ensino medio","nao informado","$80K - $120K","blue",41,6,2,1,3837.52,85,6346.02
45,"M",2,"nao informado","casado","$120K +","silver",38,4,3,2,3342.06,63,34516.12
40,"F",3,"mestrado","casado","menos que $40K","blue",27,5,3,3,3561.14,72,1438.59
37,"M",3,"nao informado","solteiro","$40K - $60K","silver",24,3,3,1,4392.23,68,15133.76
42,"M",4,"graduacao","solteiro","$40K - $60K","blue",36,3,2,3,3763.34,75,2502.04
45,"F",3,"ensino medio","solteiro","menos que $40K","blue",36,3,2,2,4133.68,68,2589.39
47,"F",3,"mestrado","solteiro","menos que $40K","blue",36,5,3,1,3514.39,79,2049.89
47,"M",4,"graduacao","casado","$40K - $60K","blue",35,6,2,1,4060.93,79,3560.22
49,"F",3,"nao informado","casado","menos que $40K","blue",36,3,3,2,4553.51,78,1438.58
43,"M",3,"mestrado","nao informado","$120K +","blue",36,6,2,1,3785.65,68,25937.46
43,"M",1,"doutorado","solteiro","$60K - $80K","blue",38,4,3,2,3909.74,67,2387.71
48,"M",4,"mestrado","casado","menos que $40K","blue",36,4,2,1,4518.08,90,2912.06
53,"M",2,"sem educacao formal","solteiro","$60K - $80K","blue",38,3,2,2,3432.45,68,7062.76
56,"M",2,"mestrado","casado","$80K - $120K","blue",51,3,3,3,4785.17,66,12186.77
64,"M",0,"mestrado","solteiro","menos que $40K","blue",52,2,5,3,3289.82,47,3570.21
38,"F",3,"doutorado","solteiro","nao informado","blue",32,6,4,4,4245.74,82,3072.82
51,"F",2,"mestrado","solteiro","nao informado","silver",41,5,3,3,3893.03,81,31501.22
42,"F",2,"nao informado","casado","menos que $40K","blue",36,5,3,1,3536.92,69,5928.22
44,"F",4,"mestrado","solteiro","nao informado","blue",36,3,3,1,4076.51,81,8482.84
50,"M",2,"sem educacao formal","casado","$120K +","blue",36,4,4,3,4770.22,89,23911.17
62,"M",0,"mestrado","solteiro","$80K - $120K","blue",56,4,3,3,3628.65,74,1438.18
49,"F",3,"nao informado","solteiro","menos que $40K","blue",42,5,3,3,4739.5,89,3261.35
41,"M",2,"mestrado","solteiro","$60K - $80K","blue",30,3,2,1,3057.61,71,2317.28
43,"M",2,"nao informado","solteiro","$120K +","blue",34,5,4,3,4160.02,76,33913.01
43,"M",2,"mestrado","solteiro","$80K - $120K","blue",30,3,3,3,2427.76,51,34516.09
45,"F",3,"mestrado","casado","nao informado","blue",36,3,4,1,4120.29,78,1637.74
48,"M",3,"ensino medio","casado","$60K - $80K","blue",39,4,2,3,3912.45,72,5448.47
64,"F",1,"mestrado","solteiro","$40K - $60K","blue",56,5,4,2,4074.59,72,5152.14
46,"F",4,"doutorado","casado","nao informado","blue",26,3,6,3,2631.04,41,15195.6
53,"F",2,"ensino medio","casado","menos que $40K","blue",41,5,0,3,3971.29,76,2799.62
38,"F",1,"mestrado","casado","menos que $40K","blue",29,3,4,3,2139.87,47,1438.72
51,"M",3,"nao informado","casado","$80K - $120K","blue",32,6,1,3,3400.06,67,1817.88
47,"F",3,"mestrado","nao informado","nao informado","blue",33,1,4,3,2505.86,45,3443.6
51,"F",2,"doutorado","solteiro","menos que $40K","blue",36,3,3,3,1723.41,44,4281.14
56,"F",2,"nao informado","casado","menos que $40K","blue",36,5,3,3,4170.55,73,2029.02
33,"F",3,"mestrado","casado","nao informado","blue",15,5,2,3,4208.94,67,1438.79
52,"M",2,"ensino medio","solteiro","$80K - $120K","blue",44,3,4,2,2853.39,64,28186.66
46,"F",3,"nao informado","casado","nao informado","silver",41,6,2,3,3722.54,72,34516.21
46,"F",4,"sem educacao formal","solteiro","nao informado","blue",36,5,4,1,4272.76,71,3818.57
40,"F",4,"ensino medio","casado","$40K - $60K","blue",28,4,3,1,3353.08,86,11494.7
49,"M",2,"ensino medio","casado","$80K - $120K","blue",32,4,3,1,3676.71,47,28142.06
40,"F",4,"doutorado","casado","menos que $40K","blue",36,4,3,1,3471.1,63,2316.95
43,"M",3,"graduacao","solteiro","$40K - $60K","blue",33,5,4,2,3651.8,69,10533.03
48,"M",4,"mestrado","casado","$80K - $120K","blue",41,4,1,2,3993.04,75,14322.9
50,"M",3,"mestrado","casado","$120K +","blue",38,5,4,2,3806.13,76,34516.29
48,"M",4,"ensino medio","casado","$80K - $120K","blue",36,5,2,1,4327.51,79,6798.43
46,"F",3,"mestrado","casado","nao informado","blue",39,3,4,3,4111.51,62,1438.47
46,"M",1,"mestrado","solteiro","$60K - $80K","blue",37,2,4,3,2216.04,39,2445.58
51,"F",3,"mestrado","solteiro","$40K - $60K","blue",36,3,4,3,3480.29,64,2585.53
52,"F",2,"doutorado","solteiro","nao informado","blue",42,3,3,2,4102.02,78,1438.86
46,"F",3,"ensino medio","casado","menos que $40K","blue",38,4,2,2,4775.03,83,1781.05
42,"M",4,"nao informado","casado","$40K - $60K","blue",36,2,5,3,2628.99,41,1606.58
42,"F",4,"mestrado","casado","menos que $40K","blue",28,5,4,2,4921.99,90,2205.72
49,"F",3,"mestrado","casado","nao informado","blue",39,5,0,3,4110.83,75,2270.36
44,"F",2,"sem educacao formal","solteiro","menos que $40K","blue",37,5,3,2,4254.99,85,2568.89
55,"F",1,"sem educacao formal","solteiro","menos que $40K","blue",49,3,3,4,2222.27,54,3292.4
54,"F",1,"graduacao","nao informado","menos que $40K","silver",43,6,4,3,1739.42,38,10797.48
46,"M",0,"sem educacao formal","solteiro","$60K - $80K","silver",36,6,2,3,2525.29,45,30501.29
45,"F",2,"mestrado","casado","menos que $40K","blue",34,5,1,3,3282.16,66,5371.46
37,"M",3,"ensino medio","nao informado","$80K - $120K","blue",28,5,4,4,4207.95,80,13441.29
52,"M",3,"mestrado","solteiro","$60K - $80K","blue",36,4,2,2,4626.28,77,9137.53
45,"F",2,"mestrado","casado","menos que $40K","blue",40,6,3,3,2000.06,32,5848.71
47,"M",2,"mestrado","solteiro","$120K +","blue",41,3,4,2,4601.94,77,10614.95
42,"F",2,"graduacao","nao informado","nao informado","blue",32,3,4,3,4589.79,89,4035.03
59,"F",0,"mestrado","solteiro","$40K - $60K","blue",48,4,2,1,2023.4,38,4205.29
46,"F",2,"mestrado","solteiro","menos que $40K","blue",36,6,3,2,3944.89,78,2586.87
41,"F",3,"nao informado","nao informado","menos que $40K","blue",28,3,2,2,4466.97,92,7234.51
57,"M",2,"mestrado","solteiro","$120K +","silver",51,6,4,3,4303.14,77,34516.55
35,"M",1,"mestrado","nao informado","$80K - $120K","blue",24,4,3,2,3534.75,56,21114.26
53,"M",1,"nao informado","casado","$40K - $60K","blue",48,4,3,1,4697.68,73,2522.62
37,"M",1,"mestrado","solteiro","$80K - $120K","blue",24,6,4,3,4809.41,71,11309.53
43,"M",3,"mestrado","casado","$120K +","blue",31,2,1,4,1871.83,32,13883.24
43,"M",3,"mestrado","nao informado","$60K - $80K","blue",31,5,2,1,5067.16,62,13448.7
55,"M",1,"sem educacao formal","solteiro","$60K - $80K","silver",46,4,4,2,2996.34,62,25991.14
52,"F",0,"mestrado","solteiro","menos que $40K","blue",36,5,2,1,4964.94,84,2537.64
46,"M",4,"ensino medio","solteiro","$40K - $60K","blue",36,5,2,2,3895.04,67,1438.67
40,"F",2,"sem educacao formal","casado","nao informado","blue",36,3,3,2,1484.93,33,13019.82
53,"F",1,"graduacao","casado","$40K - $60K","blue",48,2,3,2,2432.3,48,3339.29
49,"M",3,"sem educacao formal","divorciado","$80K - $120K","blue",37,6,3,3,4631.89,76,28390.93
44,"M",2,"mestrado","nao informado","$80K - $120K","blue",33,3,3,2,4190.06,87,23665.95
46,"M",3,"mestrado","solteiro","$40K - $60K","blue",36,4,3,2,4374.58,71,1438.15
43,"F",4,"ensino medio","nao informado","menos que $40K","blue",36,5,4,2,4343.18,83,2459.33
28,"F",1,"mestrado","solteiro","menos que $40K","blue",36,4,5,2,1897.07,35,1624.52
49,"F",3,"sem educacao formal","casado","$40K - $60K","blue",40,6,3,2,4710.93,70,8900.03
48,"F",4,"mestrado","solteiro","nao informado","blue",41,5,2,3,4241.51,61,5239.96
42,"F",3,"ensino medio","casado","menos que $40K","blue",36,4,1,3,5099.72,60,9351.26
43,"F",4,"mestrado","casado","menos que $40K","blue",38,4,2,2,4025.4,62,2655.45
51,"M",2,"doutorado","casado","$120K +","blue",45,5,1,2,4030.33,73,3173.16
48,"M",3,"doutorado","divorciado","$60K - $80K","blue",35,5,1,2,3502.75,57,6243.76
37,"F",1,"ensino medio","solteiro","nao informado","blue",36,3,3,2,4814.65,89,6730.81
40,"F",3,"sem educacao formal","casado","menos que $40K","blue",29,4,2,1,3339.9,71,2490.99
51,"F",2,"sem educacao formal","solteiro","menos que $40K","blue",36,2,3,3,1907.79,47,1746.86
44,"M",2,"mestrado","casado","$60K - $80K","blue",36,3,2,1,3512.85,65,4141.55
58,"F",2,"sem educacao formal","divorciado","menos que $40K","silver",46,6,4,1,4900.86,61,11684.59
47,"F",2,"mestrado","solteiro","menos que $40K","blue",36,3,2,1,3887.08,71,2363.65
48,"M",4,"sem educacao formal","solteiro","$80K - $120K","silver",43,2,4,3,1626.54,28,34516.54
46,"M",3,"mestrado","nao informado","$60K - $80K","silver",40,6,2,3,4540.48,78,28829.75
33,"F",2,"ensino medio","solteiro","$40K - $60K","blue",28,3,3,2,4415.18,77,1438.33
47,"F",2,"ensino medio","casado","menos que $40K","blue",34,4,4,2,3841.49,69,2730.23
55,"F",2,"ensino medio","casado","menos que $40K","blue",36,5,4,1,4455.02,82,1994.57
48,"M",3,"sem educacao formal","casado","$80K - $120K","blue",42,4,3,3,3543.5,62,9727.78
41,"M",4,"sem educacao formal","divorciado","$60K - $80K","silver",36,4,3,2,3819.67,75,33771.7
39,"M",0,"doutorado","solteiro","$60K - $80K","blue",33,6,0,2,3592.49,79,10452.8
45,"F",4,"nao informado","solteiro","menos que $40K","blue",32,3,4,3,2611.09,43,2858.25
46,"M",3,"sem educacao formal","casado","$40K - $60K","blue",36,4,4,2,3188.85,71,4707.59
49,"F",1,"mestrado","solteiro","menos que $40K","blue",44,5,1,2,4726.53,78,3537.92
46,"M",3,"doutorado","divorciado","$80K - $120K","blue",38,6,3,3,1447.53,23,8258.61
46,"F",4,"mestrado","casado","menos que $40K","blue",35,6,1,3,3992.07,57,3072.57
48,"M",3,"ensino medio","nao informado","menos que $40K","blue",38,4,3,3,4900.48,89,8892.8
52,"M",3,"mestrado","casado","$120K +","blue",36,1,3,2,2680.34,51,3841.23
37,"F",0,"mestrado","divorciado","$40K - $60K","blue",28,4,1,3,4715.74,81,1920.38
42,"M",3,"ensino medio","nao informado","menos que $40K","blue",31,4,4,2,4212.15,75,7802.87
48,"F",4,"mestrado","solteiro","menos que $40K","blue",35,3,2,2,4862.08,41,1705.18
52,"F",2,"doutorado","casado","$40K - $60K","blue",43,3,4,2,2538.25,39,1822.43
45,"F",3,"nao informado","solteiro","nao informado","blue",32,6,4,3,4431.79,82,9294.8
40,"M",2,"ensino medio","casado","$120K +","blue",27,5,1,3,4806.15,91,12248.44
39,"F",4,"sem educacao formal","solteiro","$40K - $60K","blue",34,4,2,2,4003.83,74,10264.13
42,"M",3,"mestrado","solteiro","$40K - $60K","silver",36,3,3,2,3464.58,67,15069.12
41,"F",4,"ensino medio","divorciado","$40K - $60K","blue",37,3,3,2,2014.19,54,4650.51
53,"F",2,"mestrado","solteiro","menos que $40K","blue",48,3,2,2,4012.97,59,3685.38
49,"F",2,"ensino medio","divorciado","$40K - $60K","blue",33,4,1,2,3912.8,67,7231.26
44,"M",4,"nao informado","casado","$60K - $80K","blue",32,4,1,1,4309.06,77,10007.85
52,"M",4,"sem educacao formal","casado","$60K - $80K","blue",39,5,3,1,4279.86,67,2641.7
29,"F",1,"ensino medio","solteiro","menos que $40K","blue",20,4,1,2,4642.97,92,3095.16
48,"F",4,"ensino medio","casado","menos que $40K","blue",37,1,3,2,2013.39,35,3607.74
36,"F",2,"sem educacao formal","solteiro","nao informado","blue",23,3,0,1,3896.08,67,1954.7
45,"M",3,"ensino medio","nao informado","$60K - $80K","blue",27,6,3,2,3814.76,67,21317.3
41,"M",3,"mestrado","solteiro","$80K - $120K","blue",37,3,3,3,1937.37,51,19402.85
45,"M",4,"mestrado","solteiro","$80K - $120K","blue",36,6,1,3,4275.31,77,8063.48
40,"F",2,"mestrado","nao informado","$40K - $60K","blue",32,6,2,2,4624.96,86,3097.24
48,"F",3,"mestrado","nao informado","menos que $40K","blue",44,3,2,3,2054.57,46,1438.64
43,"F",5,"sem educacao formal","solteiro","menos que $40K","blue",39,3,4,2,4307.94,66,3161.42
38,"F",3,"sem educacao formal","solteiro","$40K - $60K","blue",30,3,3,2,1460.98,32,2435.02
59,"F",0,"nao informado","solteiro","menos que $40K","blue",40,5,2,2,4319.16,76,1845.6
49,"F",3,"graduacao","casado","menos que $40K","blue",41,3,3,3,2644.24,43,1603.52
39,"F",5,"graduacao","solteiro","menos que $40K","blue",30,4,2,1,4719.46,91,4710.6
50,"F",2,"sem educacao formal","solteiro","nao informado","blue",41,2,2,3,2108.1,40,2751.23
38,"F",1,"ensino medio","casado","menos que $40K","blue",28,6,3,4,4815.78,81,1438.37
52,"M",2,"ensino medio","casado","$60K - $80K","blue",45,5,4,1,5495.37,69,24287.7
42,"F",5,"mestrado","casado","menos que $40K","blue",18,6,1,1,3857.38,70,1694.28
50,"F",1,"ensino medio","solteiro","menos que $40K","blue",36,4,5,2,1441.51,39,1457.34
33,"M",3,"nao informado","divorciado","nao informado","blue",27,6,3,1,3444.55,52,25045.93
52,"F",3,"mestrado","nao informado","$40K - $60K","blue",45,5,0,2,3987.04,64,10859.24
45,"M",3,"ensino medio","casado","$40K - $60K","silver",33,3,1,2,3355.01,66,16928.35
37,"M",2,"ensino medio","solteiro","$40K - $60K","blue",30,6,4,3,4310.98,76,4297.45
42,"M",3,"sem educacao formal","solteiro","$60K - $80K","blue",30,4,3,2,3221.23,66,8302.04
43,"F",2,"sem educacao formal","nao informado","menos que $40K","blue",39,5,3,3,4457.21,86,2734.92
40,"M",3,"mestrado","divorciado","$80K - $120K","blue",31,4,3,2,4231.26,60,27374.4
43,"F",2,"sem educacao formal","casado","nao informado","blue",38,6,1,3,3921.49,63,2960.96
54,"M",3,"doutorado","solteiro","$60K - $80K","blue",41,4,3,2,2999.78,75,9110.96
42,"F",4,"sem educacao formal","casado","menos que $40K","blue",35,4,1,3,4793.23,71,1539.31
39,"F",2,"mestrado","casado","$40K - $60K","blue",36,4,4,2,4496.56,71,1947.86
45,"F",3,"nao informado","nao informado","$40K - $60K","blue",36,6,2,1,4883.46,85,2667.13
54,"F",3,"graduacao","solteiro","menos que $40K","blue",45,5,4,1,4037.22,71,3062.46
47,"F",3,"doutorado","solteiro","$40K - $60K","blue",36,6,0,5,4342.04,62,3114.74
54,"M",1,"sem educacao formal","solteiro","$60K - $80K","blue",48,5,3,2,3094.68,56,14948.89
49,"F",0,"doutorado","nao informado","menos que $40K","blue",37,5,3,2,2510.15,38,1749.92
44,"M",3,"nao informado","casado","$40K - $60K","blue",36,4,1,2,3965.64,57,2534.01
46,"F",3,"graduacao","solteiro","menos que $40K","blue",36,5,2,2,4647.07,65,2503.3
38,"F",3,"ensino medio","casado","menos que $40K","blue",31,4,2,3,5245.11,89,1854.08
43,"F",2,"mestrado","casado","menos que $40K","blue",35,3,3,1,5001.56,88,4092.28
62,"M",1,"mestrado","solteiro","$60K - $80K","blue",54,4,4,1,4942.38,76,13284.85
59,"F",0,"mestrado","solteiro","menos que $40K","blue",53,6,4,3,3365.13,63,4830.58
45,"F",2,"mestrado","casado","menos que $40K","blue",25,3,3,2,1656.48,31,5911.61
53,"F",1,"graduacao","solteiro","nao informado","blue",44,3,2,2,3793.09,86,11012.4
43,"M",4,"mestrado","solteiro","$60K - $80K","blue",24,5,2,3,4366.39,69,19188.55
44,"F",3,"sem educacao formal","solteiro","nao informado","blue",31,4,3,2,4473.42,72,18056.28
50,"F",2,"sem educacao formal","solteiro","menos que $40K","blue",37,6,2,5,4457.27,69,1438.19
31,"F",0,"ensino medio","casado","menos que $40K","blue",13,5,3,2,5155.03,77,3201.22
50,"F",4,"ensino medio","casado","$40K - $60K","blue",36,6,1,1,5116.29,75,1479.46
38,"F",4,"mestrado","casado","menos que $40K","blue",30,5,2,1,4717.72,75,3144.69
58,"M",1,"graduacao","solteiro","$80K - $120K","blue",45,5,4,3,3292.41,73,1854.02
49,"M",5,"sem educacao formal","nao informado","$60K - $80K","blue",43,3,3,3,2253.9,39,1960.63
37,"M",3,"sem educacao formal","nao informado","$80K - $120K","blue",36,4,3,2,3672.76,75,9782.49
47,"F",4,"mestrado","casado","menos que $40K","blue",39,3,2,3,3774.64,80,3144.37
47,"M",2,"mestrado","casado","$40K - $60K","blue",42,6,3,3,1900.29,36,4738.86
46,"F",3,"ensino medio","solteiro","nao informado","silver",36,4,3,2,1987.38,46,34516.15
35,"F",1,"nao informado","casado","menos que $40K","blue",29,4,3,2,4432.37,92,1438.56
43,"M",2,"graduacao","divorciado","$120K +","blue",37,4,2,1,1370.56,38,34516.31
32,"F",0,"sem educacao formal","casado","menos que $40K","blue",23,5,4,2,4106.48,66,2156.47
63,"F",0,"graduacao","solteiro","menos que $40K","blue",44,3,2,4,3974.74,56,1938.93
61,"F",1,"mestrado","solteiro","menos que $40K","blue",52,3,1,3,3560.91,67,1438.35
54,"F",2,"mestrado","casado","nao informado","blue",44,2,3,3,2310.98,43,3781.23
48,"M",3,"ensino medio","casado","$60K - $80K","gold",37,6,0,2,4539.52,75,34516.44
49,"M",1,"ensino medio","solteiro","$120K +","blue",44,6,3,2,4109.8,72,1438.2
49,"M",3,"mestrado","solteiro","$80K - $120K","blue",36,3,1,2,3081.24,50,3261.65
35,"F",3,"mestrado","solteiro","menos que $40K","blue",23,6,1,3,4359.72,79,2211.6
39,"F",2,"nao informado","solteiro","nao informado","blue",28,6,2,2,4131.33,80,1493.93
48,"F",3,"doutorado","casado","nao informado","blue",36,3,3,1,4827.97,77,20631.76
53,"F",3,"doutorado","casado","menos que $40K","blue",33,6,1,2,4270.73,76,2255.34
51,"M",3,"sem educacao formal","casado","$80K - $120K","blue",42,5,3,1,4126.16,90,1507.21
65,"F",0,"sem educacao formal","nao informado","menos que $40K","silver",53,5,2,1,4836.21,83,11097.67
49,"F",4,"mestrado","casado","nao informado","blue",40,5,1,1,4334.66,80,8162.55
44,"M",4,"nao informado","solteiro","$60K - $80K","blue",36,3,2,1,4537.23,81,18721.16
62,"F",0,"ensino medio","nao informado","menos que $40K","blue",51,4,3,2,2162.07,36,5210.56
43,"F",2,"sem educacao formal","solteiro","menos que $40K","blue",36,5,4,2,3462.13,67,1736.64
51,"M",3,"graduacao","casado","$80K - $120K","blue",34,5,4,2,3833.75,73,1864.5
43,"F",2,"ensino medio","solteiro","menos que $40K","blue",37,4,0,3,4037.46,74,6611.28
34,"F",0,"mestrado","casado","nao informado","blue",13,4,4,1,4068.66,66,7942.22
49,"M",3,"doutorado","casado","$80K - $120K","blue",36,3,2,3,1828.33,45,13382.63
63,"M",0,"mestrado","solteiro","nao informado","blue",55,5,2,0,2616.22,42,18550.42
39,"F",3,"mestrado","solteiro","menos que $40K","blue",36,4,4,3,4512.05,80,2650.16
37,"M",3,"sem educacao formal","solteiro","$40K - $60K","blue",36,3,4,2,2095.44,43,1696.94
40,"F",3,"mestrado","solteiro","menos que $40K","blue",33,3,1,1,4316.25,72,2628.42
46,"F",3,"nao informado","casado","$40K - $60K","blue",39,6,2,3,3967.63,69,1457.31
46,"M",5,"sem educacao formal","nao informado","$80K - $120K","blue",28,6,1,1,4300.44,94,34516.46
40,"F",4,"sem educacao formal","solteiro","nao informado","blue",32,3,3,1,4734.44,73,3056.87
52,"M",2,"ensino medio","solteiro","$80K - $120K","blue",44,6,4,2,4218.3,64,2650.6
